defect,factor,layer,role,role_note,subsystem,owner,final_status,actionable,confidence,cross_check,owner_verdict,owner_verdict_raw,jun_verdict,jun_verdict_raw,delta_pure,delta_broad,p_fdr_pure,n_methods,delta_original,delta_r1,reproducibility,temporal_status,domain_status,domain_mechanism,owner_note,caution,source_file
Remain_Coat,Groove_Depth,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1336,,5.362e-42,0.0,0.0165637584470927,0.2452883484985395,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Kerf_Angle,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.1258,,2.068e-37,0.0,-0.0004985471075448,-0.2640340021015687,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Vibration,FDC,원인(조치가능),,fdc_mechanical,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1251,,5.2969999999999995e-37,1.0,-0.0290781007073489,0.0505166410981052,not_reproduced,선행신호 유지,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cooling_Flow,FDC,원인(조치가능),,fdc_thermal,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1051,,1.492e-26,0.0,0.0344977974425955,0.1867657908558981,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Centering_Position,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0984,,1.8239999999999998e-23,1.0,0.0010021037686027,-0.1930539316288588,not_reproduced,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Package_Size_4,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.095,,5.576999999999999e-22,0.0,-0.009768883384951,-0.1841400549016786,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Package_Size_1,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.0948,,6.283e-22,0.0,-0.0013452124581112,0.186695752511725,not_reproduced,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Package_Size_2,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.0938,,1.726e-21,0.0,0.0274435331866764,0.1675881087579029,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Package_Size_Asymmetry,Other,미분류,,engineered,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0916,,1.3530000000000002e-20,0.0,-0.0084358035980259,-0.1816330755953644,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Package_Size_3,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0904,,4.0050000000000005e-20,0.0,-0.0254089228419422,-0.1657828685260807,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cooling_Thermal_Load,FDC,원인(조치가능),,engineered,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0677,,7.299e-12,0.0,-0.0265903747231383,-0.1205599250844351,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Voltage,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0215,,0.04177,0.0,-0.004492858205736,-0.0272965747436227,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cutting_Y_Index,FDC,원인(조치가능),,fdc_motion,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.019,,0.07559,1.0,0.0377547286831914,0.0108400860639348,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Frequency,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0155,,0.158,1.0,-0.0433159122807467,-0.0034742051787352,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Head_Remain_Time,FDC,원인(조치가능),,fdc_cleaning,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0135,,0.2224,0.0,-0.0017659641463917,-0.0172688787640686,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Beam_Diameter,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0133,,0.2224,1.0,-0.0199238986837007,-0.0105631709197995,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Alignment_Time,FDC,원인(조치가능),,fdc_motion,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.0132,,0.2224,0.0,0.0107058527965155,0.0131706802507667,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Current,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0121,,0.2564,0.0,-0.0149013386217959,-0.0103639854249928,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Maintenance_Count,Other,미분류,,undocumented_env_or_infra,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0096,,0.3764,1.0,-0.0169292729489678,-0.0051002524819755,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cooling_Water_Temp,FDC,원인(조치가능),,fdc_thermal,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.0053,,0.6539,1.0,-0.0045762728604826,0.0091359792541363,not_reproduced,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Process_Time,FDC,원인(조치가능),,fdc_motion,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.0032,,0.7834,0.0,-0.0111858452494657,0.0098186751076005,not_reproduced,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Coating_Flow,FDC,원인(조치가능),,fdc_cleaning,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0028,,0.7987,1.0,-0.013704776789131,0.0017365172939176,not_reproduced,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Feed_Speed,FDC,원인(조치가능),,fdc_motion,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.0017,,0.861,1.0,0.0106940148049479,-0.0073764322938932,not_reproduced,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
